storageLocation,category,family,itemColorKey,itemModel,color,size,ItemSKUKey,retailFP,outletFP,outletDiscount,currentOutletPrice,sumofTotalStock
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1AZ001,SHARK LOCK BOOT BIKER 120MM,BLACK,42,BE7022E1AZ00142,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1AZ250,SHARK LOCK BOOT BIKER 120MM,BEIGE,35,BE7022E1AZ25035,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1AZ250,SHARK LOCK BOOT BIKER 120MM,BEIGE,36,BE7022E1AZ25036,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1AZ250,SHARK LOCK BOOT BIKER 120MM,BEIGE,37,BE7022E1AZ25037,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1AZ250,SHARK LOCK BOOT BIKER 120MM,BEIGE,38,BE7022E1AZ25038,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1AZ250,SHARK LOCK BOOT BIKER 120MM,BEIGE,39,BE7022E1AZ25039,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1AZ250,SHARK LOCK BOOT BIKER 120MM,BEIGE,40,BE7022E1AZ25040,"$1,995.00",$998.00,0%,$998.00,3
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1FT001,SHARK LOCK BOOT BIKER 120MM,BLACK,36,BE7022E1FT00136,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1FT001,SHARK LOCK BOOT BIKER 120MM,BLACK,37,BE7022E1FT00137,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1FT001,SHARK LOCK BOOT BIKER 120MM,BLACK,38,BE7022E1FT00138,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1FT001,SHARK LOCK BOOT BIKER 120MM,BLACK,41,BE7022E1FT00141,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1ZS420,SHARK LOCK BOOT BIKER 120MM,MEDIUM BLUE,35,BE7022E1ZS42035,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1ZS420,SHARK LOCK BOOT BIKER 120MM,MEDIUM BLUE,36,BE7022E1ZS42036,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1ZS420,SHARK LOCK BOOT BIKER 120MM,MEDIUM BLUE,37,BE7022E1ZS42037,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1ZS420,SHARK LOCK BOOT BIKER 120MM,MEDIUM BLUE,38,BE7022E1ZS42038,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7022E1ZS420,SHARK LOCK BOOT BIKER 120MM,MEDIUM BLUE,39,BE7022E1ZS42039,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1JA311,SHARK LOCK PANT BOOTS 90MM,GREEN FOREST,35,BE702EE1JA31135,"$2,550.00","$1,275.00",0%,"$1,275.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1JA311,SHARK LOCK PANT BOOTS 90MM,GREEN FOREST,37,BE702EE1JA31137,"$2,550.00","$1,275.00",0%,"$1,275.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1JA311,SHARK LOCK PANT BOOTS 90MM,GREEN FOREST,40.5,BE702EE1JA31140.5,"$2,550.00","$1,275.00",0%,"$1,275.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1JA311,SHARK LOCK PANT BOOTS 90MM,GREEN FOREST,41,BE702EE1JA31141,"$2,550.00","$1,275.00",0%,"$1,275.00",2
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,37.5,BE702EE1LZ04037.5,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,38,BE702EE1LZ04038,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,38.5,BE702EE1LZ04038.5,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,39,BE702EE1LZ04039,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,39.5,BE702EE1LZ04039.5,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,40,BE702EE1LZ04040,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,40.5,BE702EE1LZ04040.5,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,41,BE702EE1LZ04041,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,41.5,BE702EE1LZ04041.5,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1LZ040,SHARK LOCK PANT BOOTS 90MM,SILVERY,44,BE702EE1LZ04044,"$2,500.00","$1,250.00",0%,"$1,250.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,37,BE702EE1SJ65237,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,37.5,BE702EE1SJ65237.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,38,BE702EE1SJ65238,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,38.5,BE702EE1SJ65238.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,39,BE702EE1SJ65239,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,39.5,BE702EE1SJ65239.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,40,BE702EE1SJ65240,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,40.5,BE702EE1SJ65240.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,41.5,BE702EE1SJ65241.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1SJ652,SHARK LOCK PANT BOOTS 90MM,NEON PINK,43,BE702EE1SJ65243,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1VF001,SHARK LOCK PANT BOOTS 90MM,BLACK,41.5,BE702EE1VF00141.5,"$2,450.00","$1,225.00",0%,"$1,225.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1VF001,SHARK LOCK PANT BOOTS 90MM,BLACK,42,BE702EE1VF00142,"$2,450.00","$1,225.00",0%,"$1,225.00",2
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XC001,SHARK LOCK PANT BOOTS 90MM,BLACK,36,BE702EE1XC00136,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XC001,SHARK LOCK PANT BOOTS 90MM,BLACK,37,BE702EE1XC00137,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XC001,SHARK LOCK PANT BOOTS 90MM,BLACK,38,BE702EE1XC00138,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XD532,SHARK LOCK PANT BOOTS 90MM,LAVENDER,37,BE702EE1XD53237,"$6,500.00","$3,250.00",50%,"$1,625.00",2
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XD532,SHARK LOCK PANT BOOTS 90MM,LAVENDER,38,BE702EE1XD53238,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XD532,SHARK LOCK PANT BOOTS 90MM,LAVENDER,39,BE702EE1XD53239,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XD532,SHARK LOCK PANT BOOTS 90MM,LAVENDER,40,BE702EE1XD53240,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XD532,SHARK LOCK PANT BOOTS 90MM,LAVENDER,41,BE702EE1XD53241,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XD532,SHARK LOCK PANT BOOTS 90MM,LAVENDER,42,BE702EE1XD53242,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XE404,SHARK LOCK PANT BOOTS 90MM,PETROL BLUE,37,BE702EE1XE40437,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XE404,SHARK LOCK PANT BOOTS 90MM,PETROL BLUE,38,BE702EE1XE40438,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XE404,SHARK LOCK PANT BOOTS 90MM,PETROL BLUE,39,BE702EE1XE40439,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XF366,SHARK LOCK PANT BOOTS 90MM,ABSYNTHE GREEN,37,BE702EE1XF36637,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XF366,SHARK LOCK PANT BOOTS 90MM,ABSYNTHE GREEN,38,BE702EE1XF36638,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XF366,SHARK LOCK PANT BOOTS 90MM,ABSYNTHE GREEN,39,BE702EE1XF36639,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XF366,SHARK LOCK PANT BOOTS 90MM,ABSYNTHE GREEN,40,BE702EE1XF36640,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XG714,SHARK LOCK PANT BOOTS 90MM,BLOND,40,BE702EE1XG71440,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XG714,SHARK LOCK PANT BOOTS 90MM,BLOND,41,BE702EE1XG71441,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XG714,SHARK LOCK PANT BOOTS 90MM,BLOND,41.5,BE702EE1XG71441.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XG714,SHARK LOCK PANT BOOTS 90MM,BLOND,42,BE702EE1XG71442,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XH059,SHARK LOCK PANT BOOTS 90MM,GREY/NATURAL,37,BE702EE1XH05937,"$7,500.00","$3,750.00",50%,"$1,875.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE1XH059,SHARK LOCK PANT BOOTS 90MM,GREY/NATURAL,38,BE702EE1XH05938,"$7,500.00","$3,750.00",50%,"$1,875.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,36,BE702EE21B76936,"$2,450.00","$1,225.00",0%,"$1,225.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,36.5,BE702EE21B76936.5,"$2,450.00","$1,225.00",0%,"$1,225.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,37.5,BE702EE21B76937.5,"$2,450.00","$1,225.00",0%,"$1,225.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,39,BE702EE21B76939,"$2,450.00","$1,225.00",0%,"$1,225.00",2
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,39.5,BE702EE21B76939.5,"$2,450.00","$1,225.00",0%,"$1,225.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,40,BE702EE21B76940,"$2,450.00","$1,225.00",0%,"$1,225.00",3
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,40.5,BE702EE21B76940.5,"$2,450.00","$1,225.00",0%,"$1,225.00",2
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,41,BE702EE21B76941,"$2,450.00","$1,225.00",0%,"$1,225.00",3
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,41.5,BE702EE21B76941.5,"$2,450.00","$1,225.00",0%,"$1,225.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21B769,SHARK LOCK PANT BOOTS 90MM,DUSTY GOLDEN,42,BE702EE21B76942,"$2,450.00","$1,225.00",0%,"$1,225.00",3
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE21Q008,SHARK LOCK PANT BOOTS 90MM,BLACK/SILVERY,38,BE702EE21Q00838,"$4,700.00","$2,350.00",50%,"$1,175.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE22C257,SHARK LOCK PANT BOOTS 90MM,NATURAL BEIGE,38,BE702EE22C25738,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE22C257,SHARK LOCK PANT BOOTS 90MM,NATURAL BEIGE,39,BE702EE22C25739,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE22C257,SHARK LOCK PANT BOOTS 90MM,NATURAL BEIGE,40,BE702EE22C25740,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE22C257,SHARK LOCK PANT BOOTS 90MM,NATURAL BEIGE,41,BE702EE22C25741,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE22C257,SHARK LOCK PANT BOOTS 90MM,NATURAL BEIGE,42,BE702EE22C25742,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE23A001,SHARK LOCK PANT BOOTS 90MM,BLACK,41,BE702EE23A00141,"$2,450.00","$1,225.00",0%,"$1,225.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702EE23A001,SHARK LOCK PANT BOOTS 90MM,BLACK,42,BE702EE23A00142,"$2,450.00","$1,225.00",0%,"$1,225.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1LU040,SHARK LOCK WIDE FIT PANT BOOTS 90MM,SILVERY,37.5,BE702XE1LU04037.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1LU040,SHARK LOCK WIDE FIT PANT BOOTS 90MM,SILVERY,40,BE702XE1LU04040,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1SJ652,SHARK LOCK WIDE FIT PANT BOOTS 90MM,NEON PINK,37,BE702XE1SJ65237,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1SJ652,SHARK LOCK WIDE FIT PANT BOOTS 90MM,NEON PINK,37.5,BE702XE1SJ65237.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1SJ652,SHARK LOCK WIDE FIT PANT BOOTS 90MM,NEON PINK,38,BE702XE1SJ65238,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1SJ652,SHARK LOCK WIDE FIT PANT BOOTS 90MM,NEON PINK,39,BE702XE1SJ65239,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1SJ652,SHARK LOCK WIDE FIT PANT BOOTS 90MM,NEON PINK,39.5,BE702XE1SJ65239.5,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1SJ652,SHARK LOCK WIDE FIT PANT BOOTS 90MM,NEON PINK,40,BE702XE1SJ65240,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XC001,SHARK LOCK WIDE FIT PANT BOOTS 90MM,BLACK,36,BE702XE1XC00136,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XC001,SHARK LOCK WIDE FIT PANT BOOTS 90MM,BLACK,38,BE702XE1XC00138,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XC001,SHARK LOCK WIDE FIT PANT BOOTS 90MM,BLACK,40,BE702XE1XC00140,"$6,500.00","$3,250.00",50%,"$1,625.00",3
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XD532,SHARK LOCK WIDE FIT PANT BOOTS 90MM,LAVENDER,38,BE702XE1XD53238,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XD532,SHARK LOCK WIDE FIT PANT BOOTS 90MM,LAVENDER,39,BE702XE1XD53239,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XF366,SHARK LOCK WIDE FIT PANT BOOTS 90MM,ABSYNTHE GREEN,38,BE702XE1XF36638,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XF366,SHARK LOCK WIDE FIT PANT BOOTS 90MM,ABSYNTHE GREEN,39,BE702XE1XF36639,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XF366,SHARK LOCK WIDE FIT PANT BOOTS 90MM,ABSYNTHE GREEN,40,BE702XE1XF36640,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702XE1XF366,SHARK LOCK WIDE FIT PANT BOOTS 90MM,ABSYNTHE GREEN,42,BE702XE1XF36642,"$6,500.00","$3,250.00",50%,"$1,625.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1U9001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,38,BE702YE1U900138,"$2,795.00","$1,398.00",0%,"$1,398.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1U9001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,41,BE702YE1U900141,"$2,795.00","$1,398.00",0%,"$1,398.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1UA105,SHARK LOCK COWBOY HIGH BOOTS 60MM,IVORY,38.5,BE702YE1UA10538.5,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1UA105,SHARK LOCK COWBOY HIGH BOOTS 60MM,IVORY,39,BE702YE1UA10539,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1UA105,SHARK LOCK COWBOY HIGH BOOTS 60MM,IVORY,41,BE702YE1UA10541,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1WZ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,36,BE702YE1WZ00136,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1WZ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,38,BE702YE1WZ00138,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1WZ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,40,BE702YE1WZ00140,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1WZ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,41,BE702YE1WZ00141,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1WZ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,42,BE702YE1WZ00142,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZQ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,36,BE702YE1ZQ00136,"$2,795.00","$1,398.00",40%,$838.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZQ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,37,BE702YE1ZQ00137,"$2,795.00","$1,398.00",40%,$838.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZQ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,41,BE702YE1ZQ00141,"$2,795.00","$1,398.00",40%,$838.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZQ001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,42,BE702YE1ZQ00142,"$2,795.00","$1,398.00",40%,$838.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZR001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,36,BE702YE1ZR00136,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZR001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,37,BE702YE1ZR00137,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZR001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,38,BE702YE1ZR00138,"$2,595.00","$1,298.00",0%,"$1,298.00",1
